content_id,content_type,name,chapter,owner,work_item,dependencies,first_available_after,description,design_status,runtime_status,art_status,audio_status,test_status,evidence,asset_key,localization_key,release_gate
S1-ACH33,achievement,险路印记01,1,Codex & Achievements / Steam,ST-S05;ST-S08,S1-CHAL01,START,首次完成对应可选挑战,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach33,content.s1-ach33,R10
S1-ACH34,achievement,险路印记02,1,Codex & Achievements / Steam,ST-S05;ST-S08,S1-CHAL02,START,首次完成对应可选挑战,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach34,content.s1-ach34,R10
S1-ACH35,achievement,险路印记03,1,Codex & Achievements / Steam,ST-S05;ST-S08,S1-CHAL03,START,首次完成对应可选挑战,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach35,content.s1-ach35,R10
S1-ACH36,achievement,险路印记04,2,Codex & Achievements / Steam,ST-S05;ST-S08,S1-CHAL04,START,首次完成对应可选挑战,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach36,content.s1-ach36,R10
S1-ACH37,achievement,险路印记05,2,Codex & Achievements / Steam,ST-S05;ST-S08,S1-CHAL05,START,首次完成对应可选挑战,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach37,content.s1-ach37,R10
S1-ACH38,achievement,险路印记06,2,Codex & Achievements / Steam,ST-S05;ST-S08,S1-CHAL06,START,首次完成对应可选挑战,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach38,content.s1-ach38,R10
S1-ACH39,achievement,险路印记07,3,Codex & Achievements / Steam,ST-S05;ST-S08,S1-CHAL07,START,首次完成对应可选挑战,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach39,content.s1-ach39,R10
S1-ACH40,achievement,险路印记08,3,Codex & Achievements / Steam,ST-S05;ST-S08,S1-CHAL08,START,首次完成对应可选挑战,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach40,content.s1-ach40,R10
S1-ACH41,achievement,险路印记09,3,Codex & Achievements / Steam,ST-S05;ST-S08,S1-CHAL09,START,首次完成对应可选挑战,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach41,content.s1-ach41,R10
S1-ACH42,achievement,险路印记10,4,Codex & Achievements / Steam,ST-S05;ST-S08,S1-CHAL10,START,首次完成对应可选挑战,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach42,content.s1-ach42,R10
S1-ACH43,achievement,险路印记11,4,Codex & Achievements / Steam,ST-S05;ST-S08,S1-CHAL11,START,首次完成对应可选挑战,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach43,content.s1-ach43,R10
S1-ACH44,achievement,险路印记12,4,Codex & Achievements / Steam,ST-S05;ST-S08,S1-CHAL12,START,首次完成对应可选挑战,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach44,content.s1-ach44,R10
S1-ACH45,achievement,险路印记13,5,Codex & Achievements / Steam,ST-S05;ST-S08,S1-CHAL13,START,首次完成对应可选挑战,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach45,content.s1-ach45,R10
S1-ACH46,achievement,险路印记14,5,Codex & Achievements / Steam,ST-S05;ST-S08,S1-CHAL14,START,首次完成对应可选挑战,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach46,content.s1-ach46,R10
S1-ACH47,achievement,险路印记15,5,Codex & Achievements / Steam,ST-S05;ST-S08,S1-CHAL15,START,首次完成对应可选挑战,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach47,content.s1-ach47,R10
S1-ACH48,achievement,险路印记16,6,Codex & Achievements / Steam,ST-S05;ST-S08,S1-CHAL16,START,首次完成对应可选挑战,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach48,content.s1-ach48,R10
S1-ACH49,achievement,险路印记17,6,Codex & Achievements / Steam,ST-S05;ST-S08,S1-CHAL17,START,首次完成对应可选挑战,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach49,content.s1-ach49,R10
S1-ACH50,achievement,险路印记18,6,Codex & Achievements / Steam,ST-S05;ST-S08,S1-CHAL18,START,首次完成对应可选挑战,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach50,content.s1-ach50,R10
S1-ACH51,achievement,险路印记19,7,Codex & Achievements / Steam,ST-S05;ST-S08,S1-CHAL19,START,首次完成对应可选挑战,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach51,content.s1-ach51,R10
S1-ACH52,achievement,险路印记20,7,Codex & Achievements / Steam,ST-S05;ST-S08,S1-CHAL20,START,首次完成对应可选挑战,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach52,content.s1-ach52,R10
S1-ACH53,achievement,险路印记21,7,Codex & Achievements / Steam,ST-S05;ST-S08,S1-CHAL21,START,首次完成对应可选挑战,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach53,content.s1-ach53,R10
S1-ACH54,achievement,险路印记22,8,Codex & Achievements / Steam,ST-S05;ST-S08,S1-CHAL22,START,首次完成对应可选挑战,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach54,content.s1-ach54,R10
S1-ACH55,achievement,险路印记23,8,Codex & Achievements / Steam,ST-S05;ST-S08,S1-CHAL23,START,首次完成对应可选挑战,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach55,content.s1-ach55,R10
S1-ACH56,achievement,险路印记24,8,Codex & Achievements / Steam,ST-S05;ST-S08,S1-CHAL24,START,首次完成对应可选挑战,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach56,content.s1-ach56,R10
S1-ACH57,achievement,第一帖备战,1,Codex & Achievements / Steam,ST-S05;ST-S08,S1-PREP01,START,首次使用已合法解锁的备战效果,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach57,content.s1-ach57,R10
S1-ACH58,achievement,留有余地,1,Codex & Achievements / Steam,ST-S05;ST-S08,S1-RISK01,START,首次选安全路径并完成本局,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach58,content.s1-ach58,R10
S1-ACH59,achievement,险中取证,1,Codex & Achievements / Steam,ST-S05;ST-S08,S1-RISK02,START,首次完成风险挑战并领取一次奖励,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach59,content.s1-ach59,R10
S1-ACH60,achievement,归脉终章,8,Codex & Achievements / Steam,ST-S05;ST-S08,S1-B09,START,首次持久化最终结局,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach60,content.s1-ach60,R10
S1-UI01,screen,主菜单,ALL,Frontend & Settings,ST-S06,,START,新档/继续/设置/退出,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ui01,content.s1-ui01,R05
S1-UI02,screen,角色与关卡选择,ALL,Frontend & Settings,ST-S06,,START,章节图/角色详情/任务前置,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ui02,content.s1-ui02,R05
S1-UI03,screen,灵药备战,ALL,Frontend & Settings,ST-S06,,START,培育/选择/资源消耗确认,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ui03,content.s1-ui03,R05
S1-UI04,screen,永久成长,ALL,Frontend & Settings,ST-S06,,START,分支效果/购买确认,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ui04,content.s1-ui04,R05
S1-UI05,screen,图鉴与成就,ALL,Frontend & Settings,ST-S06,,START,配方/敌人/解锁记录,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ui05,content.s1-ui05,R05
S1-UI06,screen,战斗HUD,ALL,Frontend & Settings,ST-S06,,START,目标进度/危险/构筑/资源,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ui06,content.s1-ui06,R05
S1-UI07,screen,暂停与保存退出,ALL,Frontend & Settings,ST-S06,,START,继续/保存退出/放弃的区别,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ui07,content.s1-ui07,R05
S1-UI08,screen,任务结算,ALL,Frontend & Settings,ST-S06,,START,首次奖励/解锁/重试/下一任务,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ui08,content.s1-ui08,R05
S1-UI09,screen,设置与改键,ALL,Frontend & Settings,ST-S06,,START,画面/音频/输入/可读性/语言,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ui09,content.s1-ui09,R05
S1-UI10,screen,存档异常,ALL,Frontend & Settings,ST-S06,,START,故障提示/恢复来源/不确定结果,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ui10,content.s1-ui10,R05
S1-UI11,screen,章节节点与结局,ALL,Frontend & Settings,ST-S06,,START,信息调查/决定/章节过渡/制作名单,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ui11,content.s1-ui11,R05
S1-DIFF01,difficulty,普通,ALL,Challenge Rules,ST-S04,,START,主流程基础难度,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-diff01,R01
S1-DIFF02,difficulty,进阶,ALL,Challenge Rules,ST-S04,,S1-M08-08,已通关后的机制强化组合,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-diff02,R01
S1-DIFF03,difficulty,极境,ALL,Challenge Rules,ST-S04,,S1-M08-08,明确约束下的高压重玩,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-diff03,R01
S1-TREE01-01,progression_node,锋意1阶,ALL,Progression Tree,L21,,START,继承三分支五级的功能基线；每级数值和末级消费须由owner复核，不重置现有玩家进度,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-tree01-01,R01
S1-TREE01-02,progression_node,锋意2阶,ALL,Progression Tree,L21,S1-TREE01-01,START,继承三分支五级的功能基线；每级数值和末级消费须由owner复核，不重置现有玩家进度,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-tree01-02,R01
S1-TREE01-03,progression_node,锋意3阶,ALL,Progression Tree,L21,S1-TREE01-02,START,继承三分支五级的功能基线；每级数值和末级消费须由owner复核，不重置现有玩家进度,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-tree01-03,R01
S1-TREE01-04,progression_node,锋意4阶,ALL,Progression Tree,L21,S1-TREE01-03,START,继承三分支五级的功能基线；每级数值和末级消费须由owner复核，不重置现有玩家进度,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-tree01-04,R01
S1-TREE01-05,progression_node,锋意5阶,ALL,Progression Tree,L21,S1-TREE01-04,START,继承三分支五级的功能基线；每级数值和末级消费须由owner复核，不重置现有玩家进度,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-tree01-05,R01
S1-TREE02-01,progression_node,守元1阶,ALL,Progression Tree,L21,,START,继承三分支五级的功能基线；每级数值和末级消费须由owner复核，不重置现有玩家进度,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-tree02-01,R01
S1-TREE02-02,progression_node,守元2阶,ALL,Progression Tree,L21,S1-TREE02-01,START,继承三分支五级的功能基线；每级数值和末级消费须由owner复核，不重置现有玩家进度,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-tree02-02,R01
S1-TREE02-03,progression_node,守元3阶,ALL,Progression Tree,L21,S1-TREE02-02,START,继承三分支五级的功能基线；每级数值和末级消费须由owner复核，不重置现有玩家进度,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-tree02-03,R01
S1-TREE02-04,progression_node,守元4阶,ALL,Progression Tree,L21,S1-TREE02-03,START,继承三分支五级的功能基线；每级数值和末级消费须由owner复核，不重置现有玩家进度,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-tree02-04,R01
S1-TREE02-05,progression_node,守元5阶,ALL,Progression Tree,L21,S1-TREE02-04,START,继承三分支五级的功能基线；每级数值和末级消费须由owner复核，不重置现有玩家进度,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-tree02-05,R01
S1-TREE03-01,progression_node,灵识1阶,ALL,Progression Tree,L21,,START,继承三分支五级的功能基线；每级数值和末级消费须由owner复核，不重置现有玩家进度,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-tree03-01,R01
S1-TREE03-02,progression_node,灵识2阶,ALL,Progression Tree,L21,S1-TREE03-01,START,继承三分支五级的功能基线；每级数值和末级消费须由owner复核，不重置现有玩家进度,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-tree03-02,R01
S1-TREE03-03,progression_node,灵识3阶,ALL,Progression Tree,L21,S1-TREE03-02,START,继承三分支五级的功能基线；每级数值和末级消费须由owner复核，不重置现有玩家进度,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-tree03-03,R01
S1-TREE03-04,progression_node,灵识4阶,ALL,Progression Tree,L21,S1-TREE03-03,START,继承三分支五级的功能基线；每级数值和末级消费须由owner复核，不重置现有玩家进度,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-tree03-04,R01
S1-TREE03-05,progression_node,灵识5阶,ALL,Progression Tree,L21,S1-TREE03-04,START,继承三分支五级的功能基线；每级数值和末级消费须由owner复核，不重置现有玩家进度,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-tree03-05,R01
